across,0,0,0,0
act,0,0,Strong,0
act,0,0,Strong,0
act,0,0,Strong,0
act,0,0,0,0
action,0,0,Strong,0
active,0,0,Strong,0
active,0,0,0,0
activity,0,0,0,0
actor,0,0,0,0
actual,Positiv,0,0,0
actual,Positiv,0,0,0
actuality,Positiv,0,0,0
acute,0,0,0,0
adamant,Positiv,0,Strong,0
adapt,0,0,Strong,0
adaptability,Positiv,0,Strong,0
adaptable,Positiv,0,Strong,0
adaptation,Positiv,0,Strong,0
adaptive,Positiv,0,Strong,0
add,0,0,Strong,0
add,0,0,0,0
addict,0,Negativ,0,0
addiction,0,Negativ,0,0
addition,0,0,0,0
addition,0,0,Strong,0
additional,0,0,Strong,0
address,0,0,0,0
address,0,0,0,0
address,0,0,0,0
aden,0,0,0,0
adept,Positiv,0,Strong,0
adeptness,Positiv,0,Strong,0
adequate,Positiv,0,0,0
adhere,0,0,0,0
adherence,Positiv,0,0,0
adherent,Positiv,0,0,0
adhesion,Positiv,0,0,0
adhesive,Positiv,0,0,0
adjacent,0,0,0,0
adjoin,0,0,0,0
adjournment,0,0,0,0
adjudication,0,0,0,Power
adjunct,Positiv,0,0,0
adjust,0,0,Strong,0
adjust,Positiv,0,0,0
adjustable,Positiv,0,0,0
adjustment,Positiv,0,0,0
administer,0,0,Strong,Power
administration,0,0,Strong,Power
administration,0,0,Strong,Power
administrative,0,0,Strong,Power
administrator,0,0,Strong,Power
admirable,Positiv,0,0,0
admiral,0,0,0,0
admiral,0,0,0,0
admiration,Positiv,0,Strong,0
admire,Positiv,0,0,0
admirer,Positiv,0,Strong,0
admissible,0,0,0,0
admission,0,0,0,0
admit,Positiv,0,0,0
admit,Positiv,0,0,Power
admit,Positiv,0,0,0
admittance,Positiv,0,0,0
admonish,0,Negativ,Strong,Power
admonition,0,Negativ,0,0
adolescent,0,0,0,0
adopt,0,0,0,0
adopt,0,0,0,0
adoption,0,0,0,0
adorable,Positiv,0,0,0
adore,Positiv,0,0,0
adorn,Positiv,0,Strong,0
adornment,Positiv,0,0,0
adroit,Positiv,0,Strong,0
adroitly,Positiv,0,Strong,0
adulation,Positiv,0,Strong,0
adult,0,0,Strong,0
adult,Positiv,0,Strong,0
adulterate,0,Negativ,0,0
adulteration,0,Negativ,0,0
adultery,0,Negativ,0,0
advance,Positiv,0,Strong,0
advance,Positiv,0,Strong,0
advance,Positiv,0,0,0
advance,0,0,0,0
advancement,Positiv,0,0,0
advantage,Positiv,0,Strong,0
advantageous,Positiv,0,Strong,0
advent,Positiv,0,0,0
adventure,0,0,0,0
adventuresome,Positiv,0,Strong,0
adventurous,Positiv,0,Strong,0
adversary,0,Negativ,0,0
adverse,0,Negativ,0,0
adversity,0,Negativ,0,0
advice,0,0,0,0
advisable,Positiv,0,0,0
advise,0,0,0,0
adviser,0,0,0,Power
advisor,0,0,0,Power
advisory,0,0,0,0
advocacy,Positiv,0,0,0
advocate,0,0,Strong,0
advocate,0,0,Strong,Power
aesthetic,0,0,0,0
affability,Positiv,0,0,0
affable,Positiv,0,0,0
affair,0,0,0,0
affair,0,0,0,0
affair,0,0,0,0
affect,0,0,0,0
affectation,0,Negativ,0,0
affection,Positiv,0,0,0
affectionate,Positiv,0,0,0
affiliate,Positiv,0,0,0
affiliation,Positiv,0,0,0
affinity,Positiv,0,Strong,0
affirm,Positiv,0,Strong,Power
affirmance,0,0,0,0
affirmation,Positiv,0,0,0
affirmative,Positiv,0,0,0
affix,Positiv,0,0,0
afflict,0,Negativ,Strong,0
affliction,0,Negativ,0,0
affluence,Positiv,0,0,0
affluent,Positiv,0,0,0
afford,0,0,Strong,0
afford,0,0,Strong,Power
afghanistan,0,0,0,0
afloat,Positiv,0,Strong,0
afraid,0,0,0,0
afraid,0,Negativ,0,0
africa,0,0,0,0
african,0,0,0,0
after,0,0,0,0
after,0,0,0,0
after,0,0,0,0
afternoon,0,0,0,0
afterward,0,0,0,0
again,0,0,0,0
again,0,0,0,0
again,0,0,0,0
against,0,Negativ,0,0
age,0,0,0,0
age,0,0,0,0
age,0,0,0,0
age,0,0,0,0
agency,0,0,0,Power
agent,0,0,0,0
aggravate,0,Negativ,Strong,0
aggravation,0,Negativ,Strong,0
aggregate,Positiv,0,0,0
aggregation,Positiv,0,0,0
aggression,0,Negativ,Strong,0
aggressive,0,Negativ,Strong,0
aggressiveness,0,Negativ,Strong,0
aggressor,0,Negativ,0,0
aggrieve,0,Negativ,0,0
aghast,0,Negativ,0,0
agile,Positiv,0,Strong,0
agility,Positiv,0,Strong,0
agitate,0,Negativ,Strong,0
agitation,0,Negativ,Strong,0
agitator,0,Negativ,0,0
ago,0,0,0,0
agonize,0,Negativ,0,0
agony,0,Negativ,0,0
agrarian,0,0,0,0
agree,0,0,0,0
agree,0,0,0,0
agreeable,Positiv,0,0,0
agreement,Positiv,0,Strong,0
agricultural,0,0,0,0
agriculture,0,0,0,0
ahead,0,0,0,0
aid,Positiv,0,Strong,0
aid,Positiv,0,0,0
aid,0,0,0,0
aide,0,0,0,0
ail,0,Negativ,0,0
ailment,0,Negativ,0,0
aim,0,0,0,0
aim,0,0,0,0
aimless,0,Negativ,0,0
aint,0,0,0,0
air,0,0,0,0
air,0,0,0,0
air,0,0,0,0
air,0,0,Strong,0
air,0,0,0,0
air,0,0,0,0
air,0,0,0,0
aircraft,0,0,0,0
airplane,0,0,0,0
airport,0,0,0,0
akin,0,0,0,0
alabama,0,0,0,0
alarm,0,0,0,0
alarm,0,Negativ,0,0
alarming,0,Negativ,0,0
alas,0,Negativ,0,0
alaska,0,0,0,0
albania,0,0,0,0
album,0,0,0,0
alcoholic,0,0,0,0
alert,0,0,Strong,0
alertness,Positiv,0,0,0
algeria,0,0,0,0
algiers,0,0,0,0
alibi,0,Negativ,0,0
alien,0,Negativ,0,0
alienate,0,Negativ,0,0
alienation,0,Negativ,0,0
alight,Positiv,0,0,0
align,0,0,0,0
align,0,0,0,0
alike,0,0,0,0
alive,Positiv,0,Strong,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
all,0,0,0,0
alledge,0,0,0,0
allegation,0,Negativ,0,0
allege,0,Negativ,0,0
allegiance,Positiv,0,0,0
alleviate,Positiv,0,0,0
alliance,Positiv,0,Strong,Power
allied,Positiv,0,Strong,0
allies,Positiv,0,0,0
allocation,0,0,0,0
allot,0,0,0,Power
allotment,0,0,0,0
allow,Positiv,0,0,Power
allow,0,0,0,0
allowable,Positiv,0,0,0
allowance,Positiv,0,0,0
allure,Positiv,0,0,0
allusion,0,0,0,0
ally,Positiv,0,Strong,0
ally,0,0,0,0
almighty,Positiv,0,Strong,Power
almost,0,0,0,0
alone,0,0,0,0
alone,0,0,0,0
alone,0,0,0,0
along,0,0,0,0
along,0,0,0,0
along,0,0,0,0
along,0,0,0,0
alongside,0,0,0,0
aloof,0,Negativ,0,0
aloud,0,0,0,0
already,0,0,0,0
alright,0,0,0,0
also,0,0,0,0
alter,0,0,Strong,0
alteration,0,0,0,0
altercation,0,Negativ,0,0
alternate,0,0,0,0
alternate,0,0,0,0
alternative,0,0,0,0
although,0,0,0,0
altogether,0,0,0,0
altruistic,Positiv,0,0,0
aluminium,0,0,0,0
aluminum,0,0,0,0
always,0,0,0,0
am,0,0,0,0
am,0,0,0,0
am,0,0,0,0
amateur,0,0,0,0
amaze,0,0,0,0
amaze,0,0,0,0
amazement,Positiv,0,Strong,Power
amazing,Positiv,0,Strong,Power
ambassador,0,0,0,Power
ambiguity,0,Negativ,0,0
ambiguous,0,Negativ,0,0
ambition,0,0,Strong,Power
ambitious,0,0,Strong,Power
ambivalent,0,Negativ,0,0
ambulance,0,0,0,0
ambush,0,Negativ,Strong,0
ambush,0,Negativ,Strong,0
ameliorate,Positiv,0,0,0
amelioration,0,0,0,0
amen,0,0,0,0
amenable,Positiv,0,0,0
amend,0,0,0,0
amend,0,0,0,0
amendment,0,0,0,0
amenity,Positiv,0,0,0
america,0,0,0,0
american,0,0,0,0
amiability,Positiv,0,0,0
amiable,Positiv,0,0,0
amicable,Positiv,0,0,0
amid,0,0,0,0
amidst,0,0,0,0
amiss,0,Negativ,0,0
ammunition,0,0,0,0
amnesty,Positiv,0,0,Power
among,0,0,0,0
amount,0,0,0,0
amount,0,0,0,0
amour,Positiv,0,0,0
ample,Positiv,0,Strong,0
amplify,Positiv,0,Strong,0
amply,Positiv,0,Strong,0
amputate,0,Negativ,0,0
amuse,Positiv,0,0,0
amusement,Positiv,0,0,0
an,0,0,0,0
analogous,0,0,0,0
analogy,0,0,0,0
analyse,0,0,0,0
analysis,0,0,0,0
analyst,0,0,0,0
analytic,0,0,0,0
analytical,0,0,0,0
analyze,0,0,0,0
anarchist,0,Negativ,0,0
anarchy,0,Negativ,0,0
ancestor,0,0,0,0
anchor,0,0,0,0
anchor,0,0,Strong,0
ancient,0,0,0,0
and,0,0,0,0
anecdote,0,0,0,0
anew,0,0,0,0
angel,Positiv,0,0,0
angelic,Positiv,0,0,0
anger,0,Negativ,0,0
anger,0,Negativ,0,0
angle,0,0,0,0
angola,0,0,0,0
angry,0,Negativ,0,0
anguish,0,Negativ,0,0
animal,0,0,0,0
animate,0,0,0,0
animation,0,0,0,0
animosity,0,Negativ,0,0
ankle,0,0,0,0
annals,0,0,0,0
annihilate,0,Negativ,0,0
annihilation,0,Negativ,0,0
anniversary,0,0,0,0
announce,0,0,0,0
announce,0,0,0,0
announcement,0,0,0,0
annoy,0,Negativ,0,0
annoyance,0,Negativ,0,0
annual,0,0,0,0
annuity,0,0,0,0
anoint,Positiv,0,0,0
anomalous,0,Negativ,0,0
anomaly,0,Negativ,0,0
anonymous,0,0,0,0
another,0,0,0,0
another,0,0,0,0
another,0,0,0,0
answer,0,0,0,0
answer,0,0,0,0
answerable,0,0,0,0
ant,0,0,0,0
antagonise,0,0,0,0
antagonism,0,Negativ,Strong,0
antagonist,0,Negativ,0,0
antagonistic,0,Negativ,Strong,0
antagonize,0,Negativ,Strong,0
antarctica,0,0,0,0
antisocial,0,Negativ,0,0
antitrust,0,0,0,0
anticipate,0,0,0,0
anticipation,0,0,0,0
antipathy,0,Negativ,0,0
antiquated,0,Negativ,0,0
antitrust,0,Negativ,0,0
anxiety,0,Negativ,0,0
anxious,0,0,0,0
anxious,0,Negativ,0,0
anxious,0,Negativ,0,0
anxiousness,0,Negativ,0,0
any,0,0,0,0
any,0,0,0,0
any,0,0,0,0
any,0,0,0,0
any,0,0,0,0
anybody,0,0,0,0
anyhow,0,0,0,0
anymore,0,0,0,0
anyone,0,0,0,0
anything,0,0,0,0
anyway,0,0,0,0
anywhere,0,0,0,0
apart,0,0,0,0
apart,0,0,0,0
apart,0,0,0,0
apartment,0,0,0,0
apathetic,0,Negativ,0,0
apathy,0,Negativ,0,0
apocalypse,Positiv,0,0,0
apologetic,0,0,0,0
apologize,0,0,0,0
apology,0,0,0,0
appall,0,Negativ,0,0
appall,0,Negativ,0,0
apparatus,0,0,0,0
apparent,0,0,0,0
apparent,0,0,0,0
appeal,0,0,0,0
appeal,0,0,0,0
appeal,Positiv,0,0,0
appear,0,0,0,0
appear,0,0,0,0
appearance,0,0,0,0
appease,Positiv,0,0,0
appeasement,0,0,0,0
append,Positiv,0,0,0
appertain,0,0,0,0
appetite,0,0,0,0
applaud,Positiv,0,0,0
applause,Positiv,0,0,0
applicable,0,0,0,0
applicant,0,0,0,0
application,0,0,0,0
apply,0,0,0,0
apply,0,0,0,0
apply,0,0,0,0
apply,0,0,0,0
appoint,Positiv,0,0,0
appoint,Positiv,0,0,Power
appointment,0,0,0,0
appraisal,0,0,0,Power
appraise,0,0,0,0
appreciable,Positiv,0,Strong,0
appreciate,Positiv,0,0,0
appreciation,Positiv,0,0,0
appreciative,Positiv,0,0,0
apprehend,Positiv,0,0,0
apprehension,0,Negativ,Strong,0
apprehensive,0,Negativ,0,0
approach,Positiv,0,0,0
approach,Positiv,0,0,0
appropriate,Positiv,0,0,0
appropriate,0,0,Strong,Power
appropriation,0,0,0,Power
approval,Positiv,0,0,0
approve,Positiv,0,0,0
approve,Positiv,0,Strong,0
approximate,0,0,0,0
approximately,0,0,0,0
april,0,0,0,0
apt,Positiv,0,Strong,0
aptitude,Positiv,0,Strong,0
arab,0,0,0,0
arabia,0,0,0,0
arbiter,Positiv,0,0,0
arbitrary,0,Negativ,0,0
arbitrate,Positiv,0,0,0
arbitration,Positiv,0,0,0
arbitrator,0,0,0,0
arch,0,0,0,0
arch,0,0,0,0
architect,0,0,0,0
architecture,0,0,0,0
ardent,Positiv,0,Strong,Power
ardour,0,0,0,0
arduous,0,Negativ,0,0
are,0,0,0,0
are,0,0,0,0
are,0,0,0,0
are,0,0,0,0
area,0,0,0,0
arena,0,0,0,0
argentine,0,0,0,0
argue,0,Negativ,0,0
argue,0,0,0,0
argument,0,Negativ,0,0
argument,0,0,0,0
arid,0,0,0,0
arise,0,0,Strong,0
arisen,Positiv,0,0,0
aristocracy,Positiv,0,0,Power
aristocrat,Positiv,0,0,Power
aristocratic,Positiv,0,0,Power
arizona,0,0,0,0
arkansas,0,0,0,0
arm,0,0,0,0
arm,0,0,Strong,Power
arm,0,0,Strong,Power
armament,0,0,0,0
armed,0,0,Strong,Power
armed,0,0,Strong,Power
armistice,0,0,0,0
army,0,0,Strong,Power
arose,0,0,Strong,0
around,0,0,0,0
arouse,0,0,0,0
arrange,0,0,0,Power
arrange,0,0,0,0
arrangement,0,0,0,0
arrest,0,Negativ,Strong,Power
arrest,0,Negativ,Strong,0
arrest,Positiv,0,0,0
arrival,0,0,0,0
arrive,0,0,0,0
arrogance,0,Negativ,0,Power
arrogant,0,Negativ,Strong,0
arrow,0,0,0,0
arsenal,0,0,0,0
art,Positiv,0,0,0
art,0,0,0,0
art,0,0,0,0
art,Positiv,0,0,0
artery,0,0,0,0
article,0,0,0,0
articulate,0,0,0,0
articulate,0,0,Strong,0
artificial,0,Negativ,0,0
artist,0,0,0,0
artistic,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
as,0,0,0,0
ascend,0,0,Strong,0
ascendancy,0,0,0,0
ascendant,0,0,0,0
ascent,0,0,Strong,0
ascertain,0,0,0,0
ascertainment,0,0,0,0
ascribe,Positiv,0,0,0
ash,0,0,0,0
ashamed,0,Negativ,0,0
asia,0,0,0,0
aside,0,0,0,0
aside,0,0,0,0
ask,0,0,0,0
ask,0,0,0,0
asleep,0,0,0,0
aspect,0,0,0,0
aspiration,Positiv,0,0,0
aspire,Positiv,0,0,0
ass,0,0,0,0
assail,0,Negativ,Strong,0
assailant,0,Negativ,0,0
assassin,0,Negativ,0,0
assassinate,0,Negativ,0,0
assassination,0,0,0,0
assault,0,Negativ,Strong,0
assault,0,Negativ,Strong,0
assemble,0,0,0,0
assembly,0,0,0,0
assent,Positiv,0,0,0
assert,0,0,Strong,Power
assertion,Positiv,0,Strong,0
assertive,0,0,0,0
assess,0,0,0,0
assessment,0,0,0,0
assessor,0,0,0,Power
asset,Positiv,0,Strong,0
assign,0,0,0,0
assign,0,0,0,Power
assignment,0,0,0,0
assimilate,0,0,0,0
assist,Positiv,0,Strong,0
assist,Positiv,0,Strong,0
assistance,Positiv,0,Strong,0
assistant,Positiv,0,0,0
associate,Positiv,0,0,0
associate,Positiv,0,0,0
associate,Positiv,0,0,0
association,Positiv,0,Strong,0
association,Positiv,0,Strong,0
assume,0,0,0,Power
assume,0,0,0,0
assumption,0,0,0,0
assurance,Positiv,0,Strong,0
assure,Positiv,0,Strong,0
assure,Positiv,0,Strong,Power
assure,Positiv,0,Strong,Power
assuredly,Positiv,0,Strong,Power
assuredness,0,0,0,0
astonish,0,0,0,0
astonish,0,0,0,0
astound,Positiv,0,Strong,Power
astray,0,Negativ,0,0
astronomical,0,0,0,0
astronomy,0,0,0,0
astute,Positiv,0,0,0
asunder,0,Negativ,0,0
at,0,0,0,0
ate,0,0,0,0
athletic,Positiv,0,Strong,0
atlantic,0,0,0,0
atlanticaliance,0,0,0,0
atlanticcommunity,0,0,0,0
atlanticpact,0,0,0,0
atlas,0,0,0,0
atmosphere,0,0,0,0
atom,0,0,0,0
atomic,0,0,Strong,0
atop,0,0,0,0
atrocious,0,Negativ,0,0
atrophy,0,Negativ,0,0
attach,0,0,0,0
attachment,Positiv,0,0,0
attack,0,Negativ,Strong,0
attack,0,Negativ,Strong,0
attack,0,Negativ,0,0
attacker,0,0,0,0
attain,Positiv,0,Strong,0
attainable,0,0,0,0
attainment,Positiv,0,Strong,0
attempt,0,0,0,0
attempt,0,0,0,0
attempt,0,0,0,0
attend,Positiv,0,0,0
attend,0,0,0,0
attendance,Positiv,0,0,0
attendant,0,0,0,0
attention,0,0,0,0
attentive,Positiv,0,0,0
attest,0,0,0,0
attic,0,0,0,0
attitude,0,0,0,0
attorney,0,0,0,Power
attract,Positiv,0,Strong,0
attraction,Positiv,0,Strong,0
attractive,Positiv,0,0,0
attractiveness,Positiv,0,0,0
attribute,0,0,0,0
attribute,0,0,0,0
attune,Positiv,0,0,0
auction,0,0,0,0
audacious,0,Negativ,Strong,0
audacity,0,Negativ,Strong,0
audible,Positiv,0,Strong,0
audience,0,0,0,0
auditor,0,0,0,Power
augment,Positiv,0,0,0
augmentation,Positiv,0,0,0
august,0,0,0,0
aunt,0,0,0,0
auspicious,Positiv,0,0,0
austere,0,Negativ,Strong,0
australia,0,0,0,0
australian,0,0,0,0
austria,0,0,0,0
austrian,0,0,0,0
authentic,Positiv,0,0,0
authenticity,Positiv,0,0,0
author,0,0,0,0
authorise,0,0,0,0
authoritarian,0,0,Strong,Power
authoritative,Positiv,0,Strong,Power
authority,Positiv,0,Strong,Power
authorize,0,0,Strong,Power
authorize,0,0,Strong,Power
auto,0,0,0,0
autocrat,0,Negativ,Strong,Power
autocratic,0,Negativ,Strong,Power
automatic,0,0,0,0
automobile,0,0,0,0
automotive,0,0,0,0
autonomous,Positiv,0,Strong,Power
autonomy,0,0,0,0
autumn,0,0,0,0
auxiliary,0,0,0,0
avail,0,0,Strong,0
availability,Positiv,0,0,0
available,0,0,0,0
avarice,0,Negativ,0,0
avaricious,0,Negativ,0,0
avenge,0,Negativ,Strong,0
avenue,0,0,0,0
average,0,0,0,0
average,0,0,0,0
average,0,0,0,0
aversion,0,Negativ,0,0
avert,0,Negativ,0,0
avid,Positiv,0,0,0
avoid,0,Negativ,0,0
avoidance,0,Negativ,0,0
avowal,0,0,0,0
await,0,0,0,0
awake,0,0,0,0
awaken,0,0,0,0
award,Positiv,0,Strong,Power
award,Positiv,0,Strong,Power
aware,Positiv,0,Strong,0
awareness,Positiv,0,Strong,0
away,0,0,0,0
away,0,0,0,0
away,0,0,0,0
away,0,0,0,0
awe,0,0,0,0
awful,0,Negativ,Strong,0
awful,0,0,0,0
awful,0,0,0,0
awhile,0,0,0,0
awkward,0,Negativ,0,0
awkwardness,0,Negativ,0,0
awoke,0,0,0,0
ax,0,Negativ,0,Power
axe,0,0,Strong,0
axis,0,0,0,0
axle,0,0,0,0
babble,0,Negativ,0,0
baby,0,0,0,0
baby,0,0,0,0
baby,0,0,0,0
bachelor,0,0,0,0
back,0,0,0,0
back,Positiv,0,Strong,Power
back,0,0,Strong,0
back,0,0,0,0
back,Positiv,0,Strong,Power
back,0,0,0,0
back,0,0,0,0
back,0,0,0,0
backbone,Positiv,0,Strong,Power
backer,Positiv,0,Strong,0
background,0,0,0,0
backing,Positiv,0,0,0
backward,0,Negativ,0,0
backwardness,0,Negativ,0,0
bacon,0,0,0,0
bad,0,Negativ,0,0
badger,0,0,0,0
badly,0,Negativ,0,0
baffle,0,Negativ,0,0
bafflement,0,Negativ,0,0
bag,0,0,0,0
bag,0,0,0,0
bail,0,Negativ,0,0
bait,0,Negativ,0,0
bake,0,0,0,0
baker,0,0,0,0
balance,0,0,Strong,0
balance,0,0,Strong,0
bale,0,0,0,0
balk,0,Negativ,0,0
ball,0,0,0,0
ball,0,0,0,0
ball,0,0,0,0
ball,0,0,Strong,0
ball,Positiv,0,0,0
ball,Positiv,0,Strong,0
ballet,0,0,0,0
ballistic,0,0,0,0
balloon,0,0,0,0
ballot,0,0,0,Power
balmy,Positiv,0,0,0
ban,0,0,0,0
ban,0,0,0,0
banal,0,Negativ,0,0
band,0,0,0,0
band,0,0,Strong,0
bandit,0,Negativ,0,0
bandstand,0,0,0,0
bane,0,Negativ,0,0
banish,0,Negativ,Strong,Power
banish,0,Negativ,Strong,Power
banishment,0,Negativ,0,Power
bank,0,0,0,0
bank,0,0,0,0
bank,0,0,0,0
bank,0,0,0,0
banker,0,0,0,0
bankrupt,0,Negativ,0,0
bankruptcy,0,Negativ,0,0
banquet,0,0,0,0
banter,0,0,0,0
banter,0,0,0,0
baptism,Positiv,0,0,0
baptize,Positiv,0,0,0
bar,0,0,0,0
bar,0,0,0,0
bar,0,0,0,0
bar,0,Negativ,Strong,Power
bar,0,0,0,0
bar,0,0,0,0
barbarian,0,Negativ,0,0
barbarous,0,Negativ,0,0
barber,0,0,0,0
bard,0,0,0,0
barely,0,0,0,0
bargain,Positiv,0,0,0
bark,0,0,0,0
bark,0,0,0,0
barn,0,0,0,0
barrel,0,0,0,0
barren,0,Negativ,0,0
barrier,0,Negativ,0,0
base,0,0,Strong,0
base,0,0,Strong,0
baseball,0,0,0,0
basement,0,0,0,0
bashful,0,Negativ,0,0
basic,Positiv,0,0,0
basic,Positiv,0,0,0
basis,0,0,0,0
basket,0,0,0,0
bastard,0,Negativ,0,0
bat,0,0,0,0
bat,0,0,0,0
bath,0,0,0,0
bathe,0,0,0,0
bathroom,0,0,0,0
bathroom,0,0,0,0
battle,0,Negativ,Strong,0
battle,0,Negativ,Strong,0
battlefield,0,Negativ,0,0
battleship,0,0,0,0
bavaria,0,0,0,0
bay,0,0,0,0
be,0,0,0,0
be,0,0,0,0
be,0,0,0,0
be,0,0,0,0
beach,0,0,0,0
beacon,Positiv,0,0,0
beam,0,0,0,0
beam,0,0,0,0
bean,0,0,0,0
bear,0,0,0,0
bear,0,0,0,0
bear,0,0,Strong,Power
bear,0,0,0,0
bear,0,0,0,0
bear,0,0,0,0
bear,0,0,0,0
bear,0,0,0,0
bear,0,0,0,0
bear,0,0,0,0
bear,0,0,Strong,Power
beard,0,0,0,0
bearer,0,0,0,0
beastly,0,Negativ,0,0
beat,0,0,0,0
beat,0,Negativ,Strong,Power
beat,0,Negativ,Strong,0
beat,0,Negativ,0,0
beaten,0,0,0,0
beauteous,Positiv,0,0,0
beautiful,0,0,0,0
beautify,Positiv,0,Strong,0
beauty,Positiv,0,0,0
beaver,0,0,0,0
became,0,0,0,0
because,0,0,0,0
because,0,0,0,0
beckon,0,0,0,0
become,0,0,0,0
bed,0,0,0,0
bed,0,0,0,0
bed,0,0,0,0
bed,0,0,0,0
bedroom,0,0,0,0
beef,0,0,0,0
been,0,0,0,0
been,0,0,0,0
been,0,0,0,0
beep,0,0,0,0
beer,0,0,0,0
befit,Positiv,0,0,0
befitting,Positiv,0,0,0
before,0,0,0,0
befriend,Positiv,0,0,0
beg,0,Negativ,0,0
began,0,0,0,0
beggar,0,Negativ,0,0
begin,0,0,0,0
begin,0,0,0,0
beginner,0,0,0,0
begun,0,0,0,0
behalf,Positiv,0,0,0
behave,0,0,0,0
behavior,0,0,0,0
behaviour,0,0,0,0
behead,0,Negativ,0,0
behind,0,0,0,0
being,0,0,0,0
being,0,0,0,0
being,0,0,0,0
belated,0,Negativ,0,0
belgian,0,0,0,0
belgium,0,0,0,0
belie,0,Negativ,0,0
belief,0,0,0,0
believe,0,0,0,0
believe,0,0,0,0
believe,0,0,0,0
believer,0,0,0,0
belittle,0,Negativ,0,0
belligerent,0,Negativ,0,0
belly,0,0,0,0
belong,0,0,0,0
belong,0,0,0,0
beloved,Positiv,0,0,0
