AGONIZE,,Negativ,,,
AGONY,,Negativ,,,
AGRARIAN,,,,,
AGREE,,,,,
AGREE,,,,,
AGREEABLE,Positiv,,,,
AGREEMENT,Positiv,,,Strong,
AGRICULTURAL,,,,,
AGRICULTURE,,,,,
AHEAD,,,,,
AID,Positiv,,,Strong,
AID,Positiv,,,,
AID,,,,,
AIDE,,,,,
AIL,,Negativ,,,
AILMENT,,Negativ,,,
AIM,,,,,
AIM,,,,,
AIMLESS,,Negativ,,,
AIN'T,,,,,
AIR,,,,,
AIR,,,,,
AIR,,,,,
AIR,,,,Strong,
AIR,,,,,
AIR,,,,,
AIR,,,,,
AIRCRAFT,,,,,
AIRPLANE,,,,,
AIRPORT,,,,,
AKIN,,,,,
ALABAMA,,,,,
ALARM,,,,,
ALARM,,Negativ,,,
ALARMING,,Negativ,,,
ALAS,,Negativ,,,
ALASKA,,,,,
ALBANIA,,,,,
ALBUM,,,,,
ALCOHOLIC,,,,,
ALERT,,,,Strong,
ALERTNESS,Positiv,,,,
ALGERIA,,,,,
ALGIERS,,,,,
ALIBI,,Negativ,,,
ALIEN,,Negativ,,,
ALIENATE,,Negativ,Hostile,,
ALIENATION,,Negativ,,,
ALIGHT,Positiv,,,,
ALIGN,,,,,
ALIGN,,,,,
ALIKE,,,,,
ALIVE,Positiv,,,Strong,
ALL,,,,,
ALL0,,,,,
ALL,,,,,
ALL,,,,,
ALL,,,,,
ALL,,,,,
ALL,,,,,
ALL,,,,,
ALL,,,,,
ALL,,,,,
ALL,,,,,
ALL8,,,,,
ALL9,,,,,
ALL_0,,,,,
ALL_,,,,,
ALL_,,,,,
ALL_,,,,,
ALLEDGE,,,,,
ALLEGATION,,Negativ,Hostile,,
ALLEGE,,Negativ,,,
ALLEGIANCE,Positiv,,,,
ALLEVIATE,Positiv,,,,
ALLIANCE,Positiv,,,Strong,Power
ALLIED,Positiv,,,Strong,
ALLIES,Positiv,,,,
ALLOCATION,,,,,
ALLOT,,,,,Power
ALLOTMENT,,,,,
ALLOW,Positiv,,,,Power
ALLOW,,,,,
ALLOWABLE,Positiv,,,,
ALLOWANCE,Positiv,,,,
ALLURE,Positiv,,,,
ALLUSION,,,,,
ALLY,Positiv,,,Strong,
ALLY,,,,,
ALMIGHTY,Positiv,,,Strong,Power
ALMOST,,,,,
ALONE,,,,,
ALONE,,,,,
ALONE,,,,,
ALONG,,,,,
ALONG,,,,,
ALONG,,,,,
ALONG,,,,,
ALONGSIDE,,,,,
ALOOF,,Negativ,,,
ALOUD,,,,,
ALREADY,,,,,
ALRIGHT,,,,,
ALSO,,,,,
ALTER,,,,Strong,
ALTERATION,,,,,
ALTERCATION,,Negativ,Hostile,,
ALTERNATE,,,,,
ALTERNATE,,,,,
ALTERNATIVE,,,,,
ALTHOUGH,,,,,
ALTOGETHER,,,,,
ALTRUISTIC,Positiv,,,,
ALUMINIUM,,,,,
ALUMINUM,,,,,
ALWAYS,,,,,
AM,,,,,
AM,,,,,
AM,,,,,
AMATEUR,,,,,
AMAZE,,,,,
AMAZE,,,,,
AMAZEMENT,Positiv,,,Strong,Power
AMAZING,Positiv,,,Strong,Power
AMBASSADOR,,,,,Power
AMBIGUITY,,Negativ,,,
AMBIGUOUS,,Negativ,,,
AMBITION,,,,Strong,Power
AMBITIOUS,,,,Strong,Power
AMBIVALENT,,Negativ,,,
AMBULANCE,,,,,
AMBUSH,,Negativ,Hostile,Strong,
AMBUSH,,Negativ,Hostile,Strong,
AMELIORATE,Positiv,,,,
AMELIORATION,,,,,
AMEN,,,,,
AMENABLE,Positiv,,,,
AMEND,,,,,
AMEND,,,,,
AMENDMENT,,,,,
AMENITY,Positiv,,,,
AMERICA,,,,,
AMERICAN,,,,,
AMIABILITY,Positiv,,,,
AMIABLE,Positiv,,,,
AMICABLE,Positiv,,,,
AMID,,,,,
AMIDST,,,,,
AMISS,,Negativ,,,
AMMUNITION,,,,,
AMNESTY,Positiv,,,,Power
AMONG,,,,,
AMOUNT,,,,,
AMOUNT,,,,,
AMOUR,Positiv,,,,
AMPLE,Positiv,,,Strong,
AMPLIFY,Positiv,,,Strong,
AMPLY,Positiv,,,Strong,
AMPUTATE,,Negativ,,,
AMUSE,Positiv,,,,
AMUSEMENT,Positiv,,,,
AN,,,,,
ANALOGOUS,,,,,
ANALOGY,,,,,
ANALYSE,,,,,
ANALYSIS,,,,,
ANALYST,,,,,
ANALYTIC,,,,,
ANALYTICAL,,,,,
ANALYZE,,,,,
ANARCHIST,,Negativ,Hostile,,
ANARCHY,,Negativ,Hostile,,
ANCESTOR,,,,,
ANCHOR,,,,,
ANCHOR,,,,Strong,
ANCIENT,,,,,
AND,,,,,
ANECDOTE,,,,,
ANEW,,,,,
ANGEL,Positiv,,,,
ANGELIC,Positiv,,,,
ANGER,,Negativ,Hostile,,
ANGER,,Negativ,Hostile,,
ANGLE,,,,,
ANGOLA,,,,,
ANGRY,,Negativ,Hostile,,
ANGUISH,,Negativ,Hostile,,
ANIMAL,,,,,
ANIMATE,,,,,
ANIMATION,,,,,
ANIMOSITY,,Negativ,Hostile,,
ANKLE,,,,,
ANNALS,,,,,
ANNIHILATE,,Negativ,Hostile,,
ANNIHILATION,,Negativ,Hostile,,
ANNIVERSARY,,,,,
ANNOUNCE,,,,,
ANNOUNCE,,,,,
ANNOUNCEMENT,,,,,
ANNOY,,Negativ,Hostile,,
ANNOYANCE,,Negativ,Hostile,,
ANNUAL,,,,,
ANNUITY,,,,,
ANOINT,Positiv,,,,
ANOMALOUS,,Negativ,,,
ANOMALY,,Negativ,,,
ANONYMOUS,,,,,
ANOTHER,,,,,
ANOTHER,,,,,
ANOTHER,,,,,
ANSWER,,,,,
ANSWER,,,,,
ANSWERABLE,,,,,
ANT,,,,,
ANTAGONISE,,,,,
ANTAGONISM,,Negativ,Hostile,Strong,
ANTAGONIST,,Negativ,Hostile,,
ANTAGONISTIC,,Negativ,Hostile,Strong,
ANTAGONIZE,,Negativ,Hostile,Strong,
ANTARCTICA,,,,,
ANTI-SOCIAL,,Negativ,,,
ANTI-TRUST,,,,,
ANTICIPATE,,,,,
ANTICIPATION,,,,,
ANTIPATHY,,Negativ,,,
ANTIQUATED,,Negativ,,,
ANTITRUST,,Negativ,,,
ANXIETY,,Negativ,,,
ANXIOUS,,,,,
ANXIOUS,,Negativ,,,
ANXIOUS,,Negativ,,,
ANXIOUSNESS,,Negativ,,,
ANY,,,,,
ANY,,,,,
ANY,,,,,
ANY,,,,,
ANY,,,,,
ANYBODY,,,,,
ANYHOW,,,,,
ANYMORE,,,,,
ANYONE,,,,,
ANYTHING,,,,,
ANYWAY,,,,,
ANYWHERE,,,,,
APART,,,,,
APART,,,,,
APART,,,,,
APARTMENT,,,,,
APATHETIC,,Negativ,,,
APATHY,,Negativ,,,
APOCALYPSE,Positiv,,,,
APOLOGETIC,,,,,
APOLOGIZE,,,,,
APOLOGY,,,,,
APPALL,,Negativ,,,
APPALL,,Negativ,,,
APPARATUS,,,,,
APPARENT,,,,,
APPARENT,,,,,
APPEAL,,,,,
APPEAL,,,,,
APPEAL,Positiv,,,,
APPEAR,,,,,
APPEAR,,,,,
APPEARANCE,,,,,
APPEASE,Positiv,,,,
APPEASEMENT,,,,,
APPEND,Positiv,,,,
APPERTAIN,,,,,
APPETITE,,,,,
APPLAUD,Positiv,,,,
APPLAUSE,Positiv,,,,
APPLICABLE,,,,,
APPLICANT,,,,,
APPLICATION,,,,,
APPLY,,,,,
APPLY,,,,,
APPLY,,,,,
APPLY,,,,,
APPOINT,Positiv,,,,
APPOINT,Positiv,,,,Power
APPOINTMENT,,,,,
APPRAISAL,,,,,Power
APPRAISE,,,,,
APPRECIABLE,Positiv,,,Strong,
APPRECIATE,Positiv,,,,
APPRECIATION,Positiv,,,,
APPRECIATIVE,Positiv,,,,
APPREHEND,Positiv,,,,
APPREHENSION,,Negativ,,Strong,
APPREHENSIVE,,Negativ,,,
APPROACH,Positiv,,,,
APPROACH,Positiv,,,,
APPROPRIATE,Positiv,,,,
APPROPRIATE,,,,Strong,Power
APPROPRIATION,,,,,Power
APPROVAL,Positiv,,,,
APPROVE,Positiv,,,,
APPROVE,Positiv,,,Strong,
APPROXIMATE,,,,,
APPROXIMATELY,,,,,
APRIL,,,,,
APT,Positiv,,,Strong,
APTITUDE,Positiv,,,Strong,
ARAB,,,,,
ARABIA,,,,,
ARBITER,Positiv,,,,
ARBITRARY,,Negativ,,,
ARBITRATE,Positiv,,,,
ARBITRATION,Positiv,,,,
ARBITRATOR,,,,,
ARCH,,,,,
ARCH,,,,,
ARCHITECT,,,,,
ARCHITECTURE,,,,,
ARDENT,Positiv,,,Strong,Power
ARDOUR,,,,,
ARDUOUS,,Negativ,,,
ARE,,,,,
ARE,,,,,
ARE,,,,,
ARE,,,,,
AREA,,,,,
ARENA,,,,,
ARGENTINE,,,,,
ARGUE,,Negativ,Hostile,,
ARGUE,,,,,
ARGUMENT,,Negativ,Hostile,,
ARGUMENT,,,,,
ARID,,,,,
ARISE,,,,Strong,
ARISEN,Positiv,,,,
ARISTOCRACY,Positiv,,,,Power
ARISTOCRAT,Positiv,,,,Power
ARISTOCRATIC,Positiv,,,,Power
ARIZONA,,,,,
ARKANSAS,,,,,
ARM,,,,,
ARM,,,Hostile,Strong,Power
ARM,,,,Strong,Power
ARMAMENT,,,,,
ARMED,,,Hostile,Strong,Power
ARMED,,,Hostile,Strong,Power
ARMISTICE,,,,,
ARMY,,,,Strong,Power
AROSE,,,,Strong,
AROUND,,,,,
AROUSE,,,,,
ARRANGE,,,,,Power
ARRANGE,,,,,
ARRANGEMENT,,,,,
ARREST,,Negativ,Hostile,Strong,Power
ARREST,,Negativ,Hostile,Strong,
ARREST,Positiv,,,,
ARRIVAL,,,,,
ARRIVE,,,,,
ARROGANCE,,Negativ,,,Power
ARROGANT,,Negativ,,Strong,
ARROW,,,Hostile,,
ARSENAL,,,,,
ART,Positiv,,,,
ART,,,,,
ART,,,,,
ART,Positiv,,,,
ARTERY,,,,,
ARTICLE,,,,,
ARTICULATE,,,,,
ARTICULATE,,,,Strong,
ARTIFICIAL,,Negativ,,,
ARTIST,,,,,
ARTISTIC,,,,,
AS,,,,,
AS0,,,,,
AS,,,,,
AS,,,,,
AS,,,,,
AS,,,,,
AS,,,,,
AS,,,,,
AS,,,,,
AS,,,,,
AS8,,,,,
AS9,,,,,
AS_0,,,,,
AS_,,,,,
AS_,,,,,
ASCEND,,,,Strong,
ASCENDANCY,,,,,
ASCENDANT,,,,,
ASCENT,,,,Strong,
ASCERTAIN,,,,,
ASCERTAINMENT,,,,,
ASCRIBE,Positiv,,,,
ASH,,,,,
ASHAMED,,Negativ,,,
ASIA,,,,,
ASIDE,,,,,
ASIDE,,,,,
ASK,,,,,
ASK,,,,,
ASLEEP,,,,,
ASPECT,,,,,
ASPIRATION,Positiv,,,,
ASPIRE,Positiv,,,,
ASS,,,,,
ASSAIL,,Negativ,Hostile,Strong,
ASSAILANT,,Negativ,Hostile,,
ASSASSIN,,Negativ,Hostile,,
ASSASSINATE,,Negativ,Hostile,,
ASSASSINATION,,,,,
ASSAULT,,Negativ,Hostile,Strong,
ASSAULT,,Negativ,Hostile,Strong,
ASSEMBLE,,,,,
ASSEMBLY,,,,,
ASSENT,Positiv,,,,
ASSERT,,,,Strong,Power
ASSERTION,Positiv,,,Strong,
ASSERTIVE,,,,,
ASSESS,,,,,
ASSESSMENT,,,,,
ASSESSOR,,,,,Power
ASSET,Positiv,,,Strong,
ASSIGN,,,,,
ASSIGN,,,,,Power
ASSIGNMENT,,,,,
ASSIMILATE,,,,,
ASSIST,Positiv,,,Strong,
ASSIST,Positiv,,,Strong,
ASSISTANCE,Positiv,,,Strong,
ASSISTANT,Positiv,,,,
ASSOCIATE,Positiv,,,,
ASSOCIATE,Positiv,,,,
ASSOCIATE,Positiv,,,,
ASSOCIATION,Positiv,,,Strong,
ASSOCIATION,Positiv,,,Strong,
ASSUME,,,,,Power
ASSUME,,,,,
ASSUMPTION,,,,,
ASSURANCE,Positiv,,,Strong,
ASSURE,Positiv,,,Strong,
ASSURE,Positiv,,,Strong,Power
ASSURE,Positiv,,,Strong,Power
ASSUREDLY,Positiv,,,Strong,Power
ASSUREDNESS,,,,,
ASTONISH,,,,,
ASTONISH,,,,,
ASTOUND,Positiv,,,Strong,Power
ASTRAY,,Negativ,,,
ASTRONOMICAL,,,,,
ASTRONOMY,,,,,
ASTUTE,Positiv,,,,
ASUNDER,,Negativ,,,
AT,,,,,
ATE,,,,,
ATHLETIC,Positiv,,,Strong,
ATLANTIC,,,,,
ATLANTIC-ALIANCE,,,,,
ATLANTIC-COMMUNITY,,,,,
ATLANTIC-PACT,,,,,
ATLAS,,,,,
ATMOSPHERE,,,,,
ATOM,,,,,
ATOMIC,,,,Strong,
ATOP,,,,,
ATROCIOUS,,Negativ,,,
ATROPHY,,Negativ,,,
ATTACH,,,,,
ATTACHMENT,Positiv,,,,
ATTACK,,Negativ,Hostile,Strong,
ATTACK,,Negativ,Hostile,Strong,
ATTACK,,Negativ,Hostile,,
ATTACKER,,,Hostile,,
ATTAIN,Positiv,,,Strong,
ATTAINABLE,,,,,
ATTAINMENT,Positiv,,,Strong,
ATTEMPT,,,,,
ATTEMPT,,,,,
ATTEMPT,,,,,
ATTEND,Positiv,,,,
ATTEND,,,,,
ATTENDANCE,Positiv,,,,
ATTENDANT,,,,,
ATTENTION,,,,,
ATTENTIVE,Positiv,,,,
ATTEST,,,,,
ATTIC,,,,,
ATTITUDE,,,,,
ATTORNEY,,,,,Power
ATTRACT,Positiv,,,Strong,
ATTRACTION,Positiv,,,Strong,
ATTRACTIVE,Positiv,,,,
ATTRACTIVENESS,Positiv,,,,
ATTRIBUTE,,,,,
ATTRIBUTE,,,,,
ATTUNE,Positiv,,,,
AUCTION,,,,,
AUDACIOUS,,Negativ,,Strong,
AUDACITY,,Negativ,,Strong,
AUDIBLE,Positiv,,,Strong,
AUDIENCE,,,,,
AUDITOR,,,,,Power
AUGMENT,Positiv,,,,
AUGMENTATION,Positiv,,,,
AUGUST,,,,,
AUNT,,,,,
AUSPICIOUS,Positiv,,,,
AUSTERE,,Negativ,Hostile,Strong,
AUSTRALIA,,,,,
AUSTRALIAN,,,,,
AUSTRIA,,,,,
AUSTRIAN,,,,,
AUTHENTIC,Positiv,,,,
AUTHENTICITY,Positiv,,,,
AUTHOR,,,,,
AUTHORISE,,,,,
AUTHORITARIAN,,,,Strong,Power
AUTHORITATIVE,Positiv,,,Strong,Power
AUTHORITY,Positiv,,,Strong,Power
AUTHORIZE,,,,Strong,Power
AUTHORIZE,,,,Strong,Power
AUTO,,,,,
AUTOCRAT,,Negativ,,Strong,Power
AUTOCRATIC,,Negativ,,Strong,Power
AUTOMATIC,,,,,
AUTOMOBILE,,,,,
AUTOMOTIVE,,,,,
AUTONOMOUS,Positiv,,,Strong,Power
AUTONOMY,,,,,
AUTUMN,,,,,
AUXILIARY,,,,,
AVAIL,,,,Strong,
AVAILABILITY,Positiv,,,,
AVAILABLE,,,,,
AVARICE,,Negativ,,,
AVARICIOUS,,Negativ,,,
AVENGE,,Negativ,Hostile,Strong,
AVENUE,,,,,
AVERAGE,,,,,
AVERAGE,,,,,
AVERAGE,,,,,
AVERSION,,Negativ,Hostile,,
AVERT,,Negativ,Hostile,,
AVID,Positiv,,,,
AVOID,,Negativ,Hostile,,
AVOIDANCE,,Negativ,Hostile,,
AVOWAL,,,,,
AWAIT,,,,,
AWAKE,,,,,
AWAKEN,,,,,
AWARD,Positiv,,,Strong,Power
AWARD,Positiv,,,Strong,Power
AWARE,Positiv,,,Strong,
AWARENESS,Positiv,,,Strong,
AWAY,,,,,
AWAY,,,,,
AWAY,,,,,
AWAY,,,,,
AWE,,,,,
AWFUL,,Negativ,,Strong,
AWFUL,,,,,
AWFUL,,,,,
AWHILE,,,,,
AWKWARD,,Negativ,,,
AWKWARDNESS,,Negativ,,,
AWOKE,,,,,
AX,,Negativ,,,Power
AXE,,,,Strong,
AXIS,,,,,
AXLE,,,,,
BABBLE,,Negativ,,,
BABY,,,,,
BABY,,,,,
BABY,,,,,
BACHELOR,,,,,
BACK,,,,,
BACK,Positiv,,,Strong,Power
BACK,,,,Strong,
BACK,,,,,
BACK,Positiv,,,Strong,Power
BACK,,,,,
BACK,,,,,
BACK8,,,,,
BACKBONE,Positiv,,,Strong,Power
BACKER,Positiv,,,Strong,
BACKGROUND,,,,,
BACKING,Positiv,,,,
BACKWARD,,Negativ,,,
BACKWARDNESS,,Negativ,,,
BACON,,,,,
BAD,,Negativ,,,
BADGER,,,,,
BADLY,,Negativ,,,
BAFFLE,,Negativ,,,
BAFFLEMENT,,Negativ,,,
BAG,,,,,
BAG,,,,,
BAIL,,Negativ,,,
BAIT,,Negativ,,,
BAKE,,,,,
BAKER,,,,,
BALANCE,,,,Strong,
BALANCE,,,,Strong,
BALE,,,,,
BALK,,Negativ,,,
BALL,,,,,
BALL,,,,,
BALL,,,,,
BALL,,,,Strong,
BALL,Positiv,,,,
BALL,Positiv,,,Strong,
BALLET,,,,,
BALLISTIC,,,,,
BALLOON,,,,,
BALLOT,,,,,Power
BALMY,Positiv,,,,
BAN,,,,,
BAN,,,,,
BANAL,,Negativ,,,
BAND,,,,,
BAND,,,,Strong,
BANDIT,,Negativ,Hostile,,
BANDSTAND,,,,,
BANE,,Negativ,,,
BANISH,,Negativ,,Strong,Power
BANISH,,Negativ,Hostile,Strong,Power
BANISHMENT,,Negativ,,,Power
BANK,,,,,
BANK,,,,,
BANK,,,,,
BANK,,,,,
BANKER,,,,,
BANKRUPT,,Negativ,,,
BANKRUPTCY,,Negativ,,,
BANQUET,,,,,
BANTER,,,,,
BANTER,,,,,
BAPTISM,Positiv,,,,
BAPTIZE,Positiv,,,,
BAR,,,,,
BAR,,,,,
BAR,,,,,
BAR,,Negativ,Hostile,Strong,Power
BAR,,,,,
BAR,,,,,
BARBARIAN,,Negativ,Hostile,,
BARBAROUS,,Negativ,Hostile,,
BARBER,,,,,
BARD,,,,,
BARELY,,,,,
BARGAIN,Positiv,,,,
BARK,,,,,
BARK,,,,,
BARN,,,,,
BARREL,,,,,
BARREN,,Negativ,,,
BARRIER,,Negativ,,,
BASE,,,,Strong,
BASE,,,,Strong,
BASEBALL,,,,,
BASEMENT,,,,,
BASHFUL,,Negativ,,,
BASIC,Positiv,,,,
BASIC,Positiv,,,,
BASIS,,,,,
